Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%
Afghanistan,AFG,2008,15.87,25.099998,39.92,19.11
Afghanistan,AFG,2012,13.56,24.3,41.170002,20.98
Afghanistan,AFG,2017,15.39,25.04,39.809998,19.76
Afghanistan,AFG,2022,15.54,25,39.739998,19.72
Afghanistan,AFG,2023,15.16,25.11,39.92,19.81
Africa (WID),,1980,20.61,37.38,34.48,7.52
Africa (WID),,1981,19.96,37.3,35.120003,7.62
Africa (WID),,1982,20.09,37.14,35.2,7.57
Africa (WID),,1983,22.15,35.870003,34.51,7.47
Africa (WID),,1984,20.36,36.92,35.29,7.43
Africa (WID),,1985,20.35,37.04,35.260002,7.34
Africa (WID),,1986,20.24,36.53,35.64,7.6
Africa (WID),,1987,19.83,36.51,35.93,7.72
Africa (WID),,1988,19.72,36.559998,36.09,7.62
Africa (WID),,1989,19.79,36.64,35.94,7.63
Africa (WID),,1990,19.58,36.59,36.129997,7.71
Africa (WID),,1991,20.08,36.59,35.710003,7.61
Africa (WID),,1992,19.85,36.55,36.05,7.55
Africa (WID),,1993,19.76,36.17,36.39,7.68
Africa (WID),,1994,20.43,36.03,36.039997,7.5
Africa (WID),,1995,20.34,35.94,36.23,7.48
Africa (WID),,1996,20.45,36.039997,35.8,7.71
Africa (WID),,1997,21.02,35.92,35.280003,7.78
Africa (WID),,1998,21.1,35.789997,35.100002,8.01
Africa (WID),,1999,21.54,35.67,34.63,8.15
Africa (WID),,2000,21.95,35.55,34.41,8.07
Africa (WID),,2001,21.72,35.690002,34.47,8.13
Africa (WID),,2002,21.94,35.440002,34.46,8.16
Africa (WID),,2003,21.84,35.54,34.4,8.22
Africa (WID),,2004,21.64,35.58,34.45,8.34
Africa (WID),,2005,21.45,35.56,34.53,8.46
Africa (WID),,2006,21.97,35.38,34.21,8.45
Africa (WID),,2007,22.1,35.22,34.2,8.47
Africa (WID),,2008,21.56,34.96,34.89,8.59
Africa (WID),,2009,20.8,34.84,35.58,8.77
Africa (WID),,2010,20.53,34.79,35.86,8.82
Africa (WID),,2011,20.25,34.65,36.1,9
Africa (WID),,2012,21.28,34.51,35.31,8.9
Africa (WID),,2013,21.36,34.5,35.210003,8.93
Africa (WID),,2014,21.37,34.18,35.32,9.13
Africa (WID),,2015,21.32,34.2,35.33,9.15
Africa (WID),,2016,21.25,34.19,35.4,9.15
Africa (WID),,2017,21.09,34.01,35.61,9.28
Africa (WID),,2018,21.44,33.66,35.52,9.39
Africa (WID),,2019,21.18,33.66,35.67,9.48
Africa (WID),,2020,20.71,33.79,36,9.5
Africa (WID),,2021,21.2,33.88,35.58,9.33
Africa (WID),,2022,20.93,34.07,35.690002,9.32
Africa (WID),,2023,20.75,34.35,35.66,9.24
Albania,ALB,1996,8.09,23.95,48.4,19.56
Albania,ALB,2002,8.25,24.6,48.36,18.79
Albania,ALB,2005,8.03,24.18,48.460003,19.33
Albania,ALB,2008,8.14,23.74,48.460003,19.65
Albania,ALB,2012,8.58,24.070002,47.72,19.63
Albania,ALB,2015,9.64,25.9,46.42,18.05
Albania,ALB,2016,9.5,25.39,47.06,18.04
Albania,ALB,2017,9.62,25.34,46.98,18.06
Albania,ALB,2018,9.5,25.279999,47.1,18.11
Albania,ALB,2022,9.09,25.11,47.47,18.32
Albania,ALB,2023,9.17,25.18,47.37,18.28
Algeria,DZA,1988,15.44,30.230001,37.48,16.84
Algeria,DZA,1989,15.36,30.46,37.41,16.78
Algeria,DZA,1990,16.04,30.019999,37.26,16.69
Algeria,DZA,1991,15.05,32.13,36.489998,16.33
Algeria,DZA,1992,15.72,30.109999,37.42,16.75
Algeria,DZA,1993,15.52,31.64,36.46,16.37
Algeria,DZA,1994,14.09,37.13,33.67,15.1
Algeria,DZA,1995,15.22,32.38,36.18,16.23
Algeria,DZA,1996,15.61,30.199999,37.39,16.8
Algeria,DZA,1997,15.42,31.999998,36.289997,16.3
Algeria,DZA,1998,15.71,30.35,37.23,16.72
Algeria,DZA,1999,15.69,30.21,37.35,16.74
Algeria,DZA,2000,15.29,32.460003,36.05,16.21
Algeria,DZA,2001,15.21,31.650002,36.66,16.48
Algeria,DZA,2002,18.18,29.23,36.3,16.29
Algeria,DZA,2003,17.2,30.08,36.379997,16.34
Algeria,DZA,2004,15.57,30.320002,37.35,16.75
Algeria,DZA,2005,15.56,30.250002,37.39,16.8
Algeria,DZA,2006,15.38,31.2,36.87,16.55
Algeria,DZA,2007,14.87,33.34,35.210003,16.58
Algeria,DZA,2008,15.59,29.97,36.52,17.92
Algeria,DZA,2009,16.24,28.76,36.39,18.62
Algeria,DZA,2010,16.14,27.98,36.469997,19.41
Algeria,DZA,2011,15.95,26.769999,36.94,20.34
Algeria,DZA,2022,23.74,25.86,32.63,17.76
Algeria,DZA,2023,22.64,26.12,33.18,18.07
Andorra,AND,1980,9.08,23.14,47.32,20.46
Andorra,AND,1981,9.05,23.17,47.33,20.45
Andorra,AND,1982,9.02,23.16,47.510002,20.32
Andorra,AND,1983,9.13,23.17,47.19,20.51
Andorra,AND,1984,9.34,23.32,47.03,20.31
Andorra,AND,1985,9.37,23.5,47.24,19.89
Andorra,AND,1986,9.34,23.18,47.3,20.17
Andorra,AND,1987,9.27,23.23,47.19,20.31
Andorra,AND,1988,9.33,23.109999,46.74,20.82
Andorra,AND,1989,9.43,23.17,46.69,20.71
Andorra,AND,1990,9.22,23.28,46.56,20.93
Andorra,AND,1991,9.14,23.16,46.64,21.05
Andorra,AND,1992,9.51,23.69,46.239998,20.55
Andorra,AND,1993,9.63,23.82,46.67,19.88
Andorra,AND,1994,10.07,24.1,46.45,19.37
Andorra,AND,1995,9.75,24.11,46.59,19.56
Andorra,AND,1996,10.08,23.95,46.44,19.53
Andorra,AND,1997,10.68,24.13,45.989998,19.19
Andorra,AND,1998,10.81,24.14,45.789997,19.26
Andorra,AND,1999,10.88,24.11,45.76,19.24
Andorra,AND,2000,11.3,24.27,45.52,18.92
Andorra,AND,2001,10.86,24.250002,45.96,18.93
Andorra,AND,2002,10.5,24.11,46.2,19.19
Andorra,AND,2003,10.75,24.01,46.37,18.87
Andorra,AND,2004,11.16,23.88,46.88,18.08
Andorra,AND,2005,11.34,23.94,46.399998,18.32
Andorra,AND,2006,12,23.980001,45.87,18.16
Andorra,AND,2007,11.98,24.089998,45.52,18.4
Andorra,AND,2008,10.78,23.46,46.6,19.16
Andorra,AND,2009,9.88,23.6,47.02,19.5
Andorra,AND,2010,10.93,24.21,46.43,18.43
Andorra,AND,2011,10.88,24.18,46.62,18.33
Andorra,AND,2012,10.25,24.150002,47.170002,18.44
Andorra,AND,2013,10.4,24.23,47.170002,18.19
Andorra,AND,2014,10.85,24.240002,46.85,18.06
Andorra,AND,2015,10.66,24.330002,46.92,18.09
Andorra,AND,2016,10.77,24.36,46.69,18.19
Andorra,AND,2017,10.78,24.5,46.41,18.32
Andorra,AND,2018,10.83,24.42,46.27,18.49
Andorra,AND,2019,10.49,24.529999,46.309998,18.68
Andorra,AND,2020,10.58,24.28,46.54,18.6
Andorra,AND,2021,11.4,24.13,46.03,18.44
Andorra,AND,2022,11.5,24.169998,45.85,18.49
Andorra,AND,2023,11.5,24.169998,45.85,18.49
Angola,AGO,1995,22.74,35.94,32.06,9.26
Angola,AGO,2000,22.16,36.33,32.2,9.31
Angola,AGO,2008,15.16,33.69,38.09,13.06
Angola,AGO,2018,26.09,31.76,32.68,9.48
Angola,AGO,2022,25.87,31.85,32.780003,9.51
Angola,AGO,2023,25.86,31.86,32.780003,9.51
Anguilla,AIA,1980,23.75,32.190002,35.870003,8.19
Anguilla,AIA,1981,23.64,32.29,35.9,8.16
Anguilla,AIA,1982,23.53,32.4,35.94,8.13
Anguilla,AIA,1983,23.42,32.51,35.969997,8.1
Anguilla,AIA,1984,23.31,32.61,36.01,8.07
Anguilla,AIA,1985,23.19,32.73,36.039997,8.03
Anguilla,AIA,1986,23.07,32.85,36.09,8
Anguilla,AIA,1987,22.95,32.960003,36.12,7.96
Anguilla,AIA,1988,22.83,33.08,36.16,7.93
Anguilla,AIA,1989,22.71,33.21,36.210003,7.86
Anguilla,AIA,1990,22.58,33.34,36.26,7.83
Anguilla,AIA,1991,22.57,33.23,36.3,7.89
Anguilla,AIA,1992,22.55,33.149998,36.37,7.93
Anguilla,AIA,1993,22.54,33.059998,36.44,7.97
Anguilla,AIA,1994,22.53,32.969997,36.489998,8
Anguilla,AIA,1995,22.52,32.879997,36.559998,8.04
Anguilla,AIA,1996,22.51,32.8,36.62,8.07
Anguilla,AIA,1997,22.5,32.710003,36.68,8.11
Anguilla,AIA,1998,22.49,32.63,36.73,8.14
Anguilla,AIA,1999,22.48,32.55,36.8,8.18
Anguilla,AIA,2000,22.47,32.47,36.86,8.21
Anguilla,AIA,2001,22.31,32.460003,36.98,8.26
Anguilla,AIA,2002,22.16,32.440002,37.09,8.3
Anguilla,AIA,2003,22.02,32.43,37.22,8.35
Anguilla,AIA,2004,21.89,32.41,37.31,8.39
Anguilla,AIA,2005,21.76,32.4,37.41,8.43
Anguilla,AIA,2006,21.64,32.39,37.5,8.46
Anguilla,AIA,2007,21.53,32.370003,37.6,8.5
Anguilla,AIA,2008,21.42,32.36,37.69,8.53
Anguilla,AIA,2009,21.31,32.350002,37.77,8.57
Anguilla,AIA,2010,21.21,32.34,37.86,8.6
Anguilla,AIA,2011,21.2,31.830002,37.8,9.17
Anguilla,AIA,2012,21.2,31.32,37.75,9.74
Anguilla,AIA,2013,21.2,30.8,37.69,10.3
Anguilla,AIA,2014,21.2,30.3,37.65,10.86
Anguilla,AIA,2015,21.19,29.800001,37.59,11.41
Anguilla,AIA,2016,21.19,29.300001,37.55,11.97
Anguilla,AIA,2017,21.19,28.8,37.49,12.51
Anguilla,AIA,2018,21.18,28.32,37.44,13.06
Anguilla,AIA,2019,21.18,27.83,37.41,13.6
Anguilla,AIA,2020,21.2,27.37,37.38,14.06
Anguilla,AIA,2021,21.2,27.37,37.38,14.06
Anguilla,AIA,2022,21.2,27.37,37.38,14.06
Anguilla,AIA,2023,21.2,27.37,37.38,14.06
Antigua and Barbuda,ATG,1980,23.75,32.190002,35.870003,8.19
Antigua and Barbuda,ATG,1981,23.64,32.29,35.9,8.16
Antigua and Barbuda,ATG,1982,23.53,32.4,35.94,8.13
Antigua and Barbuda,ATG,1983,23.42,32.51,35.969997,8.1
Antigua and Barbuda,ATG,1984,23.31,32.61,36.01,8.07
Antigua and Barbuda,ATG,1985,23.19,32.73,36.039997,8.03
Antigua and Barbuda,ATG,1986,23.07,32.85,36.09,8
Antigua and Barbuda,ATG,1987,22.95,32.960003,36.12,7.96
Antigua and Barbuda,ATG,1988,22.83,33.08,36.16,7.93
Antigua and Barbuda,ATG,1989,22.71,33.21,36.210003,7.86
Antigua and Barbuda,ATG,1990,22.58,33.34,36.26,7.83
Antigua and Barbuda,ATG,1991,22.57,33.23,36.3,7.89
Antigua and Barbuda,ATG,1992,22.55,33.149998,36.37,7.93
Antigua and Barbuda,ATG,1993,22.54,33.059998,36.44,7.97
Antigua and Barbuda,ATG,1994,22.53,32.969997,36.489998,8
Antigua and Barbuda,ATG,1995,22.52,32.879997,36.559998,8.04
Antigua and Barbuda,ATG,1996,22.51,32.8,36.62,8.07
Antigua and Barbuda,ATG,1997,22.5,32.710003,36.68,8.11
Antigua and Barbuda,ATG,1998,22.49,32.63,36.73,8.14
Antigua and Barbuda,ATG,1999,22.48,32.55,36.8,8.18
Antigua and Barbuda,ATG,2000,22.47,32.47,36.86,8.21
Antigua and Barbuda,ATG,2001,22.31,32.460003,36.98,8.26
Antigua and Barbuda,ATG,2002,22.16,32.440002,37.09,8.3
Antigua and Barbuda,ATG,2003,22.02,32.43,37.22,8.35
Antigua and Barbuda,ATG,2004,21.89,32.41,37.31,8.39
Antigua and Barbuda,ATG,2005,21.76,32.4,37.41,8.43
Antigua and Barbuda,ATG,2006,21.64,32.39,37.5,8.46
Antigua and Barbuda,ATG,2007,21.53,32.370003,37.6,8.5
Antigua and Barbuda,ATG,2008,21.42,32.36,37.69,8.53
Antigua and Barbuda,ATG,2009,21.31,32.350002,37.77,8.57
Antigua and Barbuda,ATG,2010,21.21,32.34,37.86,8.6
Antigua and Barbuda,ATG,2011,21.2,31.830002,37.8,9.17
Antigua and Barbuda,ATG,2012,21.2,31.32,37.75,9.74
Antigua and Barbuda,ATG,2013,21.2,30.8,37.69,10.3
Antigua and Barbuda,ATG,2014,21.2,30.3,37.65,10.86
Antigua and Barbuda,ATG,2015,21.19,29.800001,37.59,11.41
Antigua and Barbuda,ATG,2016,21.19,29.300001,37.55,11.97
Antigua and Barbuda,ATG,2017,21.19,28.8,37.49,12.51
Antigua and Barbuda,ATG,2018,21.18,28.32,37.44,13.06
Antigua and Barbuda,ATG,2019,21.18,27.83,37.41,13.6
Antigua and Barbuda,ATG,2020,21.2,27.37,37.38,14.06
Antigua and Barbuda,ATG,2021,21.2,27.37,37.38,14.06
Antigua and Barbuda,ATG,2022,21.2,27.37,37.38,14.06
Antigua and Barbuda,ATG,2023,21.2,27.37,37.38,14.06
Argentina,ARG,2001,14.44,36.64,41.2,7.72
Argentina,ARG,2002,15.34,36.69,40.329998,7.63
Argentina,ARG,2003,15.88,32.73,40.66,10.73
Argentina,ARG,2004,13.77,33.01,41.710003,11.51
Argentina,ARG,2005,11.77,33.34,43.079998,11.81
Argentina,ARG,2006,10.56,33.34,43.66,12.44
Argentina,ARG,2007,14.56,31.32,41.59,12.53
Argentina,ARG,2008,14.71,31.349998,41.23,12.71
Argentina,ARG,2009,12,30.8,44.31,12.89
Argentina,ARG,2010,12.01,32.07,42.59,13.32
Argentina,ARG,2011,11.64,30.9,43.35,14.11
Argentina,ARG,2012,8.55,30.89,45.92,14.63
Argentina,ARG,2013,9.99,30.49,44.95,14.56
Argentina,ARG,2014,10.2,30.410002,45.59,13.79
Argentina,ARG,2015,12.13,31.029999,42.73,14.11
Argentina,ARG,2016,14.07,31.650002,39.87,14.42
Argentina,ARG,2017,11.82,31.42,41.780003,14.99
Argentina,ARG,2018,12.18,31.48,41.75,14.58
Argentina,ARG,2022,12.36,31.009998,41.14,15.49
Argentina,ARG,2023,12.36,31.009998,41.14,15.49
Armenia,ARM,1996,19.42,27.18,38.56,14.84
Armenia,ARM,1999,17.6,26.320002,38.77,17.32
Armenia,ARM,2002,15.59,27.11,38.66,18.64
Armenia,ARM,2003,16.7,25.63,38.16,19.51
Armenia,ARM,2004,18.96,26.67,36.59,17.77
Armenia,ARM,2005,18,27.61,36.39,17.99
Armenia,ARM,2006,13.16,23.76,41.48,21.59
Armenia,ARM,2007,12.69,25.09,41.59,20.63
Armenia,ARM,2008,12.97,23.62,41.83,21.57
Armenia,ARM,2009,12.53,25.119999,40.94,21.41
Armenia,ARM,2010,15.01,23.54,40.45,21.01
Armenia,ARM,2011,13.26,23.27,41.670002,21.79
Armenia,ARM,2012,13.38,23.46,41.15,22.01
Armenia,ARM,2013,14.67,24.13,40.48,20.72
Armenia,ARM,2014,14.3,25.73,39.8,20.17
Armenia,ARM,2015,15.15,24.99,39.89,19.96
Armenia,ARM,2016,18.06,22.3,40.73,18.91
Armenia,ARM,2017,17.12,30.880001,34.91,17.09
Armenia,ARM,2018,17.5,25.87,38.13,18.51
Armenia,ARM,2022,14.62,24.98,39.879997,20.51
Armenia,ARM,2023,15.81,23.83,39.85,20.51
Aruba,ABW,1980,23.75,32.190002,35.870003,8.19
Aruba,ABW,1981,23.64,32.29,35.9,8.16
Aruba,ABW,1982,23.53,32.4,35.94,8.13
Aruba,ABW,1983,23.42,32.51,35.969997,8.1
Aruba,ABW,1984,23.31,32.61,36.01,8.07
Aruba,ABW,1985,23.19,32.73,36.039997,8.03
Aruba,ABW,1986,23.07,32.85,36.09,8
Aruba,ABW,1987,22.95,32.960003,36.12,7.96
Aruba,ABW,1988,22.83,33.08,36.16,7.93
Aruba,ABW,1989,22.71,33.21,36.210003,7.86
Aruba,ABW,1990,22.58,33.34,36.26,7.83
Aruba,ABW,1991,22.57,33.23,36.3,7.89
Aruba,ABW,1992,22.55,33.149998,36.37,7.93
Aruba,ABW,1993,22.54,33.059998,36.44,7.97
Aruba,ABW,1994,22.53,32.969997,36.489998,8
Aruba,ABW,1995,22.52,32.879997,36.559998,8.04
Aruba,ABW,1996,22.51,32.8,36.62,8.07
Aruba,ABW,1997,22.5,32.710003,36.68,8.11
Aruba,ABW,1998,22.49,32.63,36.73,8.14
Aruba,ABW,1999,22.48,32.55,36.8,8.18
Aruba,ABW,2000,22.47,32.47,36.86,8.21
Aruba,ABW,2001,22.31,32.460003,36.98,8.26
Aruba,ABW,2002,22.16,32.440002,37.09,8.3
Aruba,ABW,2003,22.02,32.43,37.22,8.35
Aruba,ABW,2004,21.89,32.41,37.31,8.39
Aruba,ABW,2005,21.76,32.4,37.41,8.43
Aruba,ABW,2006,21.64,32.39,37.5,8.46
Aruba,ABW,2007,21.53,32.370003,37.6,8.5
Aruba,ABW,2008,21.42,32.36,37.69,8.53
Aruba,ABW,2009,21.31,32.350002,37.77,8.57
Aruba,ABW,2010,21.21,32.34,37.86,8.6
Aruba,ABW,2011,21.2,31.830002,37.8,9.17
Aruba,ABW,2012,21.2,31.32,37.75,9.74
Aruba,ABW,2013,21.2,30.8,37.69,10.3
Aruba,ABW,2014,21.2,30.3,37.65,10.86
Aruba,ABW,2015,21.19,29.800001,37.59,11.41
Aruba,ABW,2016,21.19,29.300001,37.55,11.97
Aruba,ABW,2017,21.19,28.8,37.49,12.51
Aruba,ABW,2018,21.18,28.32,37.44,13.06
Aruba,ABW,2019,21.18,27.83,37.41,13.6
Aruba,ABW,2020,21.2,27.37,37.38,14.06
Aruba,ABW,2021,21.2,27.37,37.38,14.06
Aruba,ABW,2022,21.2,27.37,37.38,14.06
Aruba,ABW,2023,21.2,27.37,37.38,14.06
Asia (WID),,1980,24.54,34.43,32.06,8.98
Asia (WID),,1981,23.74,34.5,32.530003,9.22
Asia (WID),,1982,21.2,35.11,33.87,9.82
Asia (WID),,1983,21.81,34.97,33.62,9.6
Asia (WID),,1984,20.19,35.27,34.37,10.17
Asia (WID),,1985,20.92,35.05,33.95,10.08
Asia (WID),,1986,20.97,34.9,34.13,10
Asia (WID),,1987,21.22,34.35,34.37,10.06
Asia (WID),,1988,21.88,34.35,33.92,9.84
Asia (WID),,1989,21.74,34.33,34.07,9.86
Asia (WID),,1990,22.4,34.31,33.489998,9.81
Asia (WID),,1991,23.17,34.11,33.19,9.53
Asia (WID),,1992,22.75,34.73,32.85,9.67
Asia (WID),,1993,21.87,34.42,33.68,10.02
Asia (WID),,1994,21.95,34.46,33.329998,10.26
Asia (WID),,1995,22.99,33.6,33,10.43
Asia (WID),,1996,23.03,34.01,32.49,10.46
Asia (WID),,1997,22.76,33.67,32.82,10.77
Asia (WID),,1998,22.12,33.579998,33.12,11.18
Asia (WID),,1999,22.6,33.09,33.17,11.14
Asia (WID),,2000,23.4,32.72,33.11,10.76
Asia (WID),,2001,23.87,32.45,33.039997,10.63
Asia (WID),,2002,23.98,32.08,33.55,10.4
Asia (WID),,2003,23.34,32.5,33.8,10.35
Asia (WID),,2004,23.76,32.22,33.75,10.27
Asia (WID),,2005,24.12,31.720001,34.02,10.14
Asia (WID),,2006,23.7,31.79,34.33,10.18
Asia (WID),,2007,23.7,31.57,34.61,10.12
Asia (WID),,2008,23.42,31.650002,34.850002,10.08
Asia (WID),,2009,22.37,31.36,35.85,10.42
Asia (WID),,2010,22.06,31.36,36.309998,10.27
Asia (WID),,2011,22.67,30.919998,36.23,10.18
Asia (WID),,2012,22.01,30.86,36.84,10.28
Asia (WID),,2013,21.64,30.93,37.13,10.3
Asia (WID),,2014,21.2,30.66,37.73,10.41
Asia (WID),,2015,21.14,30.759998,37.61,10.49
Asia (WID),,2016,20.63,31.060001,37.84,10.47
Asia (WID),,2017,20.95,30.689999,37.91,10.44
Asia (WID),,2018,21.68,30.54,37.46,10.32
Asia (WID),,2019,20.42,31.119999,37.98,10.48
Asia (WID),,2020,20.88,30.509998,38.08,10.52
Asia (WID),,2021,20.49,30.82,38.31,10.38
Asia (WID),,2022,21.63,30.4,37.79,10.18
Asia (WID),,2023,21.07,30.44,38.07,10.43
Asia (excluding Middle East) (WID),,1980,19.84,35.57,31.619999,12.97
Asia (excluding Middle East) (WID),,1981,19.31,35.690002,31.98,13.03
Asia (excluding Middle East) (WID),,1982,19.89,34.75,32.280003,13.07
Asia (excluding Middle East) (WID),,1983,19.55,35.280003,32.24,12.93
Asia (excluding Middle East) (WID),,1984,19.35,34.9,32.600002,13.16
Asia (excluding Middle East) (WID),,1985,19.85,34.69,32.42,13.03
Asia (excluding Middle East) (WID),,1986,20.87,34.11,32.42,12.6
Asia (excluding Middle East) (WID),,1987,21.24,33.7,32.600002,12.46
Asia (excluding Middle East) (WID),,1988,21.05,34.29,32.370003,12.27
Asia (excluding Middle East) (WID),,1989,22.43,33.5,32.07,11.99
Asia (excluding Middle East) (WID),,1990,22.5,34.03,31.51,11.95
Asia (excluding Middle East) (WID),,1991,21.79,34.59,31.95,11.68
Asia (excluding Middle East) (WID),,1992,20.46,35.58,32.39,11.56
Asia (excluding Middle East) (WID),,1993,20.1,35.2,33.149998,11.54
Asia (excluding Middle East) (WID),,1994,20.03,34.95,33.53,11.49
Asia (excluding Middle East) (WID),,1995,20.8,34.05,33.53,11.62
Asia (excluding Middle East) (WID),,1996,20.74,34.04,33.309998,11.91
Asia (excluding Middle East) (WID),,1997,20.42,33.86,33.579998,12.15
Asia (excluding Middle East) (WID),,1998,20.01,33.67,33.77,12.55
Asia (excluding Middle East) (WID),,1999,20.12,33.35,34,12.54
Asia (excluding Middle East) (WID),,2000,20.54,33.02,34.21,12.23
Asia (excluding Middle East) (WID),,2001,20.93,32.7,34.31,12.05
Asia (excluding Middle East) (WID),,2002,21.81,32.38,34.13,11.68
Asia (excluding Middle East) (WID),,2003,21.14,32.460003,34.71,11.7
Asia (excluding Middle East) (WID),,2004,21.34,32.29,34.66,11.71
Asia (excluding Middle East) (WID),,2005,21.37,32.32,34.77,11.53
Asia (excluding Middle East) (WID),,2006,21.13,32.15,35.18,11.55
Asia (excluding Middle East) (WID),,2007,21.64,31.51,35.420002,11.42
Asia (excluding Middle East) (WID),,2008,21.18,31.63,35.84,11.36
Asia (excluding Middle East) (WID),,2009,20.79,31.39,36.41,11.42
Asia (excluding Middle East) (WID),,2010,20.96,31.130001,36.68,11.22
Asia (excluding Middle East) (WID),,2011,20.67,31.57,36.67,11.09
Asia (excluding Middle East) (WID),,2012,20.13,31.369999,37.329998,11.17
Asia (excluding Middle East) (WID),,2013,19.48,31.720001,37.68,11.12
Asia (excluding Middle East) (WID),,2014,19.76,31.32,37.87,11.05
Asia (excluding Middle East) (WID),,2015,19.31,31.900002,37.72,11.07
Asia (excluding Middle East) (WID),,2016,19.69,31.189999,38.15,10.97
Asia (excluding Middle East) (WID),,2017,20.21,30.79,38.11,10.88
Asia (excluding Middle East) (WID),,2018,20.67,30.71,37.81,10.82
Asia (excluding Middle East) (WID),,2019,19.61,30.89,38.510002,10.99
Asia (excluding Middle East) (WID),,2020,19.51,31.099998,38.47,10.91
Asia (excluding Middle East) (WID),,2021,19.38,31.060001,38.7,10.86
Asia (excluding Middle East) (WID),,2022,20.46,30.52,38.36,10.66
Asia (excluding Middle East) (WID),,2023,20,30.599998,38.55,10.85
Australia,AUS,1911,16.1,29.65,39.76,14.49
Australia,AUS,1912,15.86,26.570002,43.059998,14.52
Australia,AUS,1913,14.56,24.439999,45.6,15.4
Australia,AUS,1914,13.67,22.99,47.34,15.99
Australia,AUS,1915,12.98,21.529999,48.95,16.53
Australia,AUS,1916,11.14,18.79,52.420002,17.65
Australia,AUS,1917,11.49,19.13,51.89,17.5
Australia,AUS,1918,11.65,19.410002,51.55,17.38
Australia,AUS,1919,15.83,26.249998,43.3,14.61
Australia,AUS,1920,12.68,21.359999,49.32,16.63
Australia,AUS,1921,14.38,24.45,45.73,15.44
Australia,AUS,1922,13.2,22.46,48.120003,16.23
Australia,AUS,1923,14.52,24.72,45.41,15.34
Australia,AUS,1924,14.58,24.47,45.55,15.39
Australia,AUS,1925,14.06,23.75,46.5,15.69
Australia,AUS,1926,13.74,23.28,47.1,15.89
Australia,AUS,1927,14.36,24.57,45.649998,15.41
Australia,AUS,1928,14.76,24.84,45.18,15.23
Australia,AUS,1929,13.15,22.45,48.16,16.23
Australia,AUS,1930,12.14,20.53,50.36,16.98
Australia,AUS,1931,11.51,19.74,51.410004,17.35
Australia,AUS,1932,11.42,19.61,51.58,17.4
Australia,AUS,1933,12.74,21.71,49,16.54
Australia,AUS,1934,12.79,21.789999,48.879997,16.53
Australia,AUS,1935,12.98,22.2,48.49,16.33
Australia,AUS,1936,13.9,23.74,46.64,15.72
Australia,AUS,1937,12.08,20.720001,50.25,16.95
Australia,AUS,1938,12.75,21.88,48.86,16.52
Australia,AUS,1939,13.18,22.6,48.04,16.19
Australia,AUS,1940,12.71,21.699999,49.039997,16.54
Australia,AUS,1941,13.13,22.750002,47.93,16.18
Australia,AUS,1942,12.68,22.64,48.370003,16.32
Australia,AUS,1943,12.67,22.74,48.289997,16.29
Australia,AUS,1944,10.91,21.33,50.660004,17.1
Australia,AUS,1945,10.15,19.52,52.600002,17.73
Australia,AUS,1946,11.41,21.19,50.4,16.99
Australia,AUS,1947,12.73,21.5,49.2,16.58
Australia,AUS,1948,12.89,21.02,49.399998,16.68
Australia,AUS,1949,13.56,20.550001,49.239998,16.65
Australia,AUS,1950,16.93,16.55,49.81,16.71
Australia,AUS,1951,10.78,16.61,54.62,17.98
Australia,AUS,1952,10.62,16.36,54.98,18.03
Australia,AUS,1953,10.09,16.57,55.2,18.14
Australia,AUS,1954,9.54,16.769999,55.449997,18.25
Australia,AUS,1955,9,17.03,55.65,18.32
Australia,AUS,1956,9.54,16.83,55.4,18.23
Australia,AUS,1957,8.23,15.899999,57.370003,18.51
Australia,AUS,1958,8.92,21.49,52.06,17.54
Australia,AUS,1959,8.33,20.34,53.34,17.99
Australia,AUS,1960,7.98,20.5,53.49,18.03
Australia,AUS,1961,7.88,20.61,53.56,17.94
Australia,AUS,1962,8.06,20.919998,53.289997,17.73
Australia,AUS,1963,8.38,20.999998,52.99,17.63
Australia,AUS,1964,8.05,20.68,53.31,17.95
Australia,AUS,1965,7.76,20.62,53.579998,18.06
Australia,AUS,1966,7.29,20.28,54.079998,18.35
Australia,AUS,1967,7.51,20.28,53.899998,18.31
Australia,AUS,1968,7.29,20.17,54.079998,18.46
Australia,AUS,1969,7.27,19.91,54.149998,18.67
Australia,AUS,1970,6.96,19.97,54.290005,18.78
Australia,AUS,1971,6.76,20.4,54.4,18.45
Australia,AUS,1972,6.86,19.91,54.48,18.74
Australia,AUS,1973,6.6,19.54,54.73,19.12
Australia,AUS,1974,5.82,19.47,55.260002,19.45
Australia,AUS,1975,5.4,19.09,55.92,19.58
Australia,AUS,1976,5.21,18.9,56.08,19.8
Australia,AUS,1977,5.37,18.8,56.04,19.79
Australia,AUS,1978,5.3,18.73,56.14,19.84
Australia,AUS,1979,5.47,18.98,55.86,19.69
Australia,AUS,1980,5.48,19.400002,55.620003,19.49
Australia,AUS,1981,5.29,19.53,55.729996,19.44
Australia,AUS,1982,5.32,19.79,55.78,19.12
Australia,AUS,1983,5.3,19.55,55.75,19.39
Australia,AUS,1984,5.64,19.679998,55.309998,19.36
Australia,AUS,1985,6.04,19.53,55.23,19.2
Australia,AUS,1986,6.47,19.91,54.809998,18.81
Australia,AUS,1987,7.57,20.36,53.890003,18.18
Australia,AUS,1988,9.26,20.26,52.73,17.76
Australia,AUS,1989,8.13,19.85,53.530003,18.48
