Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%
Saint Lucia,LCA,2020,21.2,27.37,37.38,14.06
Saint Lucia,LCA,2021,21.2,27.37,37.38,14.06
Saint Lucia,LCA,2022,21.2,27.37,37.38,14.06
Saint Lucia,LCA,2023,21.2,27.37,37.38,14.06
Saint Vincent and the Grenadines,VCT,1980,23.75,32.190002,35.870003,8.19
Saint Vincent and the Grenadines,VCT,1981,23.64,32.29,35.9,8.16
Saint Vincent and the Grenadines,VCT,1982,23.53,32.4,35.94,8.13
Saint Vincent and the Grenadines,VCT,1983,23.42,32.51,35.969997,8.1
Saint Vincent and the Grenadines,VCT,1984,23.31,32.61,36.01,8.07
Saint Vincent and the Grenadines,VCT,1985,23.19,32.73,36.039997,8.03
Saint Vincent and the Grenadines,VCT,1986,23.07,32.85,36.09,8
Saint Vincent and the Grenadines,VCT,1987,22.95,32.960003,36.12,7.96
Saint Vincent and the Grenadines,VCT,1988,22.83,33.08,36.16,7.93
Saint Vincent and the Grenadines,VCT,1989,22.71,33.21,36.210003,7.86
Saint Vincent and the Grenadines,VCT,1990,22.58,33.34,36.26,7.83
Saint Vincent and the Grenadines,VCT,1991,22.57,33.23,36.3,7.89
Saint Vincent and the Grenadines,VCT,1992,22.55,33.149998,36.37,7.93
Saint Vincent and the Grenadines,VCT,1993,22.54,33.059998,36.44,7.97
Saint Vincent and the Grenadines,VCT,1994,22.53,32.969997,36.489998,8
Saint Vincent and the Grenadines,VCT,1995,22.52,32.879997,36.559998,8.04
Saint Vincent and the Grenadines,VCT,1996,22.51,32.8,36.62,8.07
Saint Vincent and the Grenadines,VCT,1997,22.5,32.710003,36.68,8.11
Saint Vincent and the Grenadines,VCT,1998,22.49,32.63,36.73,8.14
Saint Vincent and the Grenadines,VCT,1999,22.48,32.55,36.8,8.18
Saint Vincent and the Grenadines,VCT,2000,22.47,32.47,36.86,8.21
Saint Vincent and the Grenadines,VCT,2001,22.31,32.460003,36.98,8.26
Saint Vincent and the Grenadines,VCT,2002,22.16,32.440002,37.09,8.3
Saint Vincent and the Grenadines,VCT,2003,22.02,32.43,37.22,8.35
Saint Vincent and the Grenadines,VCT,2004,21.89,32.41,37.31,8.39
Saint Vincent and the Grenadines,VCT,2005,21.76,32.4,37.41,8.43
Saint Vincent and the Grenadines,VCT,2006,21.64,32.39,37.5,8.46
Saint Vincent and the Grenadines,VCT,2007,21.53,32.370003,37.6,8.5
Saint Vincent and the Grenadines,VCT,2008,21.42,32.36,37.69,8.53
Saint Vincent and the Grenadines,VCT,2009,21.31,32.350002,37.77,8.57
Saint Vincent and the Grenadines,VCT,2010,21.21,32.34,37.86,8.6
Saint Vincent and the Grenadines,VCT,2011,21.2,31.830002,37.8,9.17
Saint Vincent and the Grenadines,VCT,2012,21.2,31.32,37.75,9.74
Saint Vincent and the Grenadines,VCT,2013,21.2,30.8,37.69,10.3
Saint Vincent and the Grenadines,VCT,2014,21.2,30.3,37.65,10.86
Saint Vincent and the Grenadines,VCT,2015,21.19,29.800001,37.59,11.41
Saint Vincent and the Grenadines,VCT,2016,21.19,29.300001,37.55,11.97
Saint Vincent and the Grenadines,VCT,2017,21.19,28.8,37.49,12.51
Saint Vincent and the Grenadines,VCT,2018,21.18,28.32,37.44,13.06
Saint Vincent and the Grenadines,VCT,2019,21.18,27.83,37.41,13.6
Saint Vincent and the Grenadines,VCT,2020,21.2,27.37,37.38,14.06
Saint Vincent and the Grenadines,VCT,2021,21.2,27.37,37.38,14.06
Saint Vincent and the Grenadines,VCT,2022,21.2,27.37,37.38,14.06
Saint Vincent and the Grenadines,VCT,2023,21.2,27.37,37.38,14.06
Samoa,WSM,1980,8.81,26.359999,43.239998,21.6
Samoa,WSM,1981,8.95,26.31,43.18,21.56
Samoa,WSM,1982,9.1,26.249998,43.14,21.51
Samoa,WSM,1983,9.25,26.199999,43.079998,21.47
Samoa,WSM,1984,9.4,26.140001,43.04,21.43
Samoa,WSM,1985,9.55,26.089998,42.98,21.38
Samoa,WSM,1986,9.71,26.03,42.92,21.33
Samoa,WSM,1987,9.87,25.97,42.87,21.29
Samoa,WSM,1988,10.03,25.92,42.809998,21.24
Samoa,WSM,1989,10.2,25.85,42.76,21.19
Samoa,WSM,1990,10.37,25.79,42.69,21.14
Samoa,WSM,1991,10.65,25.82,42.39,21.14
Samoa,WSM,1992,10.91,25.87,42.1,21.13
Samoa,WSM,1993,11.17,25.9,41.79,21.13
Samoa,WSM,1994,11.42,25.929998,41.52,21.12
Samoa,WSM,1995,11.66,25.97,41.260002,21.12
Samoa,WSM,1996,11.89,25.999998,40.99,21.12
Samoa,WSM,1997,12.12,26.03,40.73,21.11
Samoa,WSM,1998,12.34,26.06,40.49,21.11
Samoa,WSM,1999,12.55,26.089998,40.239998,21.11
Samoa,WSM,2000,12.76,26.12,40.02,21.1
Samoa,WSM,2001,13.14,26.62,39.6,20.65
Samoa,WSM,2002,13.51,27.1,39.19,20.2
Samoa,WSM,2003,13.88,27.57,38.789997,19.76
Samoa,WSM,2004,14.23,28.04,38.4,19.33
Samoa,WSM,2005,14.58,28.490002,38.02,18.92
Samoa,WSM,2006,14.92,28.929998,37.65,18.51
Samoa,WSM,2007,15.25,29.37,37.27,18.11
Samoa,WSM,2008,15.57,29.789999,36.91,17.72
Samoa,WSM,2009,15.89,30.199999,36.57,17.34
Samoa,WSM,2010,16.2,30.61,36.219997,16.97
Samoa,WSM,2011,16.18,30.83,36.129997,16.86
Samoa,WSM,2012,16.16,31.029999,36.039997,16.76
Samoa,WSM,2013,16.14,31.23,35.95,16.67
Samoa,WSM,2014,16.12,31.42,35.89,16.58
Samoa,WSM,2015,16.11,31.59,35.789997,16.5
Samoa,WSM,2016,16.09,31.77,35.73,16.42
Samoa,WSM,2017,16.07,31.93,35.66,16.34
Samoa,WSM,2018,16.06,32.09,35.600002,16.26
Samoa,WSM,2019,16.05,32.23,35.530003,16.19
Samoa,WSM,2020,16.03,32.38,35.460003,16.12
Samoa,WSM,2021,16.03,32.38,35.460003,16.12
Samoa,WSM,2022,16.03,32.38,35.460003,16.12
Samoa,WSM,2023,16.03,32.38,35.460003,16.12
San Marino,SMR,1980,9.08,23.14,47.32,20.46
San Marino,SMR,1981,9.05,23.17,47.33,20.45
San Marino,SMR,1982,9.02,23.16,47.510002,20.32
San Marino,SMR,1983,9.13,23.17,47.19,20.51
San Marino,SMR,1984,9.34,23.32,47.03,20.31
San Marino,SMR,1985,9.37,23.5,47.24,19.89
San Marino,SMR,1986,9.34,23.18,47.3,20.17
San Marino,SMR,1987,9.27,23.23,47.19,20.31
San Marino,SMR,1988,9.33,23.109999,46.74,20.82
San Marino,SMR,1989,9.43,23.17,46.69,20.71
San Marino,SMR,1990,9.22,23.28,46.56,20.93
San Marino,SMR,1991,9.14,23.16,46.64,21.05
San Marino,SMR,1992,9.51,23.69,46.239998,20.55
San Marino,SMR,1993,9.63,23.82,46.67,19.88
San Marino,SMR,1994,10.07,24.1,46.45,19.37
San Marino,SMR,1995,9.75,24.11,46.59,19.56
San Marino,SMR,1996,10.08,23.95,46.44,19.53
San Marino,SMR,1997,10.68,24.13,45.989998,19.19
San Marino,SMR,1998,10.81,24.14,45.789997,19.26
San Marino,SMR,1999,10.88,24.11,45.76,19.24
San Marino,SMR,2000,11.3,24.27,45.52,18.92
San Marino,SMR,2001,10.86,24.250002,45.96,18.93
San Marino,SMR,2002,10.5,24.11,46.2,19.19
San Marino,SMR,2003,10.75,24.01,46.37,18.87
San Marino,SMR,2004,11.16,23.88,46.88,18.08
San Marino,SMR,2005,11.34,23.94,46.399998,18.32
San Marino,SMR,2006,12,23.980001,45.87,18.16
San Marino,SMR,2007,11.98,24.089998,45.52,18.4
San Marino,SMR,2008,10.78,23.46,46.6,19.16
San Marino,SMR,2009,9.88,23.6,47.02,19.5
San Marino,SMR,2010,10.93,24.21,46.43,18.43
San Marino,SMR,2011,10.88,24.18,46.62,18.33
San Marino,SMR,2012,10.25,24.150002,47.170002,18.44
San Marino,SMR,2013,10.4,24.23,47.170002,18.19
San Marino,SMR,2014,10.85,24.240002,46.85,18.06
San Marino,SMR,2015,10.66,24.330002,46.92,18.09
San Marino,SMR,2016,10.77,24.36,46.69,18.19
San Marino,SMR,2017,10.78,24.5,46.41,18.32
San Marino,SMR,2018,10.83,24.42,46.27,18.49
San Marino,SMR,2019,10.49,24.529999,46.309998,18.68
San Marino,SMR,2020,10.58,24.28,46.54,18.6
San Marino,SMR,2021,11.4,24.13,46.03,18.44
San Marino,SMR,2022,11.5,24.169998,45.85,18.49
San Marino,SMR,2023,11.5,24.169998,45.85,18.49
Sao Tome and Principe,STP,2000,8.95,30.039999,42.77,18.24
Sao Tome and Principe,STP,2010,8.79,29.87,42.35,18.99
Sao Tome and Principe,STP,2022,15.78,34.21,35.93,14.09
Sao Tome and Principe,STP,2023,15.78,34.21,35.93,14.09
Saudi Arabia,SAU,2022,25.32,29.640001,33.129997,11.91
Saudi Arabia,SAU,2023,24.89,29.81,33.32,11.98
Senegal,SEN,1991,18.79,32.32,35.15,13.74
Senegal,SEN,1994,18.79,32.32,35.15,13.74
Senegal,SEN,2001,18.79,32.32,35.15,13.74
Senegal,SEN,2005,13.32,32.879997,39.030003,14.76
Senegal,SEN,2011,13.04,34.14,38.49,14.33
Senegal,SEN,2022,12.85,32.18,38.73,16.24
Senegal,SEN,2023,12.85,32.18,38.73,16.24
Serbia,SRB,1984,13.08,26.07,46.8,14.04
Serbia,SRB,1985,13,25.7,47.15,14.15
Serbia,SRB,1986,13.16,26.17,46.69,13.99
Serbia,SRB,1987,12.57,26.01,47.25,14.17
Serbia,SRB,1988,13.03,25.95,46.94,14.08
Serbia,SRB,1989,12.69,25.82,47.32,14.18
Serbia,SRB,1998,13.08,25.79,46.92,14.22
Serbia,SRB,1999,12.99,25.740002,46.93,14.34
Serbia,SRB,2000,13.16,25.9,46.76,14.18
Serbia,SRB,2013,15.24,26.47,45.58,12.71
Serbia,SRB,2014,17.23,25.67,44.91,12.19
Serbia,SRB,2015,16.25,26.339998,44.74,12.67
Serbia,SRB,2016,18.95,27.03,42.39,11.63
Serbia,SRB,2017,13.54,25.86,46.11,14.5
Serbia,SRB,2018,13.27,24.47,46.28,15.98
Serbia,SRB,2022,13.2,23.9,46.79,16.11
Serbia,SRB,2023,13.04,23.79,46.99,16.18
Seychelles,SYC,1999,21.7,30.47,34.73,13.1
Seychelles,SYC,2006,20.5,31.060001,35.41,13.03
Seychelles,SYC,2022,20.97,30.880001,35.2,12.95
Seychelles,SYC,2023,21.54,30.65,34.940002,12.86
Sierra Leone,SLE,1989,12.87,35.43,37.34,14.36
Sierra Leone,SLE,2003,12.76,35.34,37.43,14.47
Sierra Leone,SLE,2011,10.51,31.720001,40.44,17.31
Sierra Leone,SLE,2018,14.78,31.46,37.4,16.37
Sierra Leone,SLE,2022,14.78,31.46,37.4,16.37
Sierra Leone,SLE,2023,14.78,31.46,37.4,16.37
Singapore,SGP,1969,9.98,21.9,43.13,25
Singapore,SGP,1970,10.47,22.669998,42.59,24.27
Singapore,SGP,1971,10.31,22.570002,42.719997,24.41
Singapore,SGP,1972,10.62,23.15,42.32,23.9
Singapore,SGP,1973,10.8,22.660002,42.399998,24.14
Singapore,SGP,1974,10.19,23.04,42.62,24.15
Singapore,SGP,1975,10.33,23.62,42.33,23.72
Singapore,SGP,1976,10.15,23.7,42.39,23.75
Singapore,SGP,1977,9.69,23.27,42.829998,24.21
Singapore,SGP,1978,9.79,24.2,42.41,23.6
Singapore,SGP,1979,10.81,25.580002,41.18,22.43
Singapore,SGP,1980,10.28,24.19,42.129997,23.41
Singapore,SGP,1981,10.21,24.18,42.17,23.44
Singapore,SGP,1982,10.65,24.81,41.63,22.91
Singapore,SGP,1983,10.26,24.27,42.1,23.37
Singapore,SGP,1984,9.91,24.06,42.399998,23.63
Singapore,SGP,1985,10.5,25.41,41.45,22.64
Singapore,SGP,1986,9.9,25.189999,41.91,22.99
Singapore,SGP,1987,11.16,26.359999,40.62,21.86
Singapore,SGP,1988,10.37,25.42,41.530003,22.69
Singapore,SGP,1989,11.14,25.490002,41.02,22.35
Singapore,SGP,1990,10.61,26.019999,41.11,22.26
Singapore,SGP,1991,9.83,25.029999,42.030003,23.12
Singapore,SGP,1992,10.13,24.32,42.27,23.29
Singapore,SGP,1993,9.87,24.160002,42.52,23.45
Singapore,SGP,1994,9.64,22.77,43.21,24.39
Singapore,SGP,1995,9.6,22.750002,43.239998,24.41
Singapore,SGP,1996,10.18,24.21,43.07,22.54
Singapore,SGP,1997,9.9,24.1,43.3,22.68
Singapore,SGP,1998,11.27,25.07,42.120003,21.54
Singapore,SGP,1999,12.82,26.92,40.12,20.14
Singapore,SGP,2000,13.73,27.71,38.960003,19.6
Singapore,SGP,2001,14.23,30.75,36.77,18.25
Singapore,SGP,2002,15.03,30.19,36.43,18.35
Singapore,SGP,2003,13.45,29.81,37.55,19.18
Singapore,SGP,2004,15.51,27.31,37.53,19.64
Singapore,SGP,2005,13.67,27.06,38.530003,20.74
Singapore,SGP,2006,15.78,27.26,37.28,19.68
Singapore,SGP,2007,13.16,27.18,39.05,20.61
Singapore,SGP,2008,15.23,30.59,35.74,18.43
Singapore,SGP,2009,13.71,30.18,36.97,19.14
Singapore,SGP,2010,13.28,29.03,37.95,19.74
Singapore,SGP,2011,13.41,30.46,36.989998,19.13
Singapore,SGP,2012,14.06,30.36,36.66,18.91
Singapore,SGP,2013,13.45,30.91,36.739998,18.89
Singapore,SGP,2022,15.55,30.87,35.45,18.13
Singapore,SGP,2023,13.62,31.55,36.28,18.55
Sint Maarten (Dutch part),SXM,1980,23.75,32.190002,35.870003,8.19
Sint Maarten (Dutch part),SXM,1981,23.64,32.29,35.9,8.16
Sint Maarten (Dutch part),SXM,1982,23.53,32.4,35.94,8.13
Sint Maarten (Dutch part),SXM,1983,23.42,32.51,35.969997,8.1
Sint Maarten (Dutch part),SXM,1984,23.31,32.61,36.01,8.07
Sint Maarten (Dutch part),SXM,1985,23.19,32.73,36.039997,8.03
Sint Maarten (Dutch part),SXM,1986,23.07,32.85,36.09,8
Sint Maarten (Dutch part),SXM,1987,22.95,32.960003,36.12,7.96
Sint Maarten (Dutch part),SXM,1988,22.83,33.08,36.16,7.93
Sint Maarten (Dutch part),SXM,1989,22.71,33.21,36.210003,7.86
Sint Maarten (Dutch part),SXM,1990,22.58,33.34,36.26,7.83
Sint Maarten (Dutch part),SXM,1991,22.57,33.23,36.3,7.89
Sint Maarten (Dutch part),SXM,1992,22.55,33.149998,36.37,7.93
Sint Maarten (Dutch part),SXM,1993,22.54,33.059998,36.44,7.97
Sint Maarten (Dutch part),SXM,1994,22.53,32.969997,36.489998,8
Sint Maarten (Dutch part),SXM,1995,22.52,32.879997,36.559998,8.04
Sint Maarten (Dutch part),SXM,1996,22.51,32.8,36.62,8.07
Sint Maarten (Dutch part),SXM,1997,22.5,32.710003,36.68,8.11
Sint Maarten (Dutch part),SXM,1998,22.49,32.63,36.73,8.14
Sint Maarten (Dutch part),SXM,1999,22.48,32.55,36.8,8.18
Sint Maarten (Dutch part),SXM,2000,22.47,32.47,36.86,8.21
Sint Maarten (Dutch part),SXM,2001,22.31,32.460003,36.98,8.26
Sint Maarten (Dutch part),SXM,2002,22.16,32.440002,37.09,8.3
Sint Maarten (Dutch part),SXM,2003,22.02,32.43,37.22,8.35
Sint Maarten (Dutch part),SXM,2004,21.89,32.41,37.31,8.39
Sint Maarten (Dutch part),SXM,2005,21.76,32.4,37.41,8.43
Sint Maarten (Dutch part),SXM,2006,21.64,32.39,37.5,8.46
Sint Maarten (Dutch part),SXM,2007,21.53,32.370003,37.6,8.5
Sint Maarten (Dutch part),SXM,2008,21.42,32.36,37.69,8.53
Sint Maarten (Dutch part),SXM,2009,21.31,32.350002,37.77,8.57
Sint Maarten (Dutch part),SXM,2010,21.21,32.34,37.86,8.6
Sint Maarten (Dutch part),SXM,2011,21.2,31.830002,37.8,9.17
Sint Maarten (Dutch part),SXM,2012,21.2,31.32,37.75,9.74
Sint Maarten (Dutch part),SXM,2013,21.2,30.8,37.69,10.3
Sint Maarten (Dutch part),SXM,2014,21.2,30.3,37.65,10.86
Sint Maarten (Dutch part),SXM,2015,21.19,29.800001,37.59,11.41
Sint Maarten (Dutch part),SXM,2016,21.19,29.300001,37.55,11.97
Sint Maarten (Dutch part),SXM,2017,21.19,28.8,37.49,12.51
Sint Maarten (Dutch part),SXM,2018,21.18,28.32,37.44,13.06
Sint Maarten (Dutch part),SXM,2019,21.18,27.83,37.41,13.6
Sint Maarten (Dutch part),SXM,2020,21.2,27.37,37.38,14.06
Sint Maarten (Dutch part),SXM,2021,21.2,27.37,37.38,14.06
Sint Maarten (Dutch part),SXM,2022,21.2,27.37,37.38,14.06
Sint Maarten (Dutch part),SXM,2023,21.2,27.37,37.38,14.06
Slovakia,SVK,1980,5.24,18.15,48.64,27.97
Slovakia,SVK,1985,5.24,18.15,48.64,27.97
Slovakia,SVK,1988,5.26,18.14,48.629997,27.96
Slovakia,SVK,1997,6.26,19.02,48.6,26.1
Slovakia,SVK,1998,7.12,19.400002,48.030003,25.46
Slovakia,SVK,1999,7.52,19.56,47.91,25.01
Slovakia,SVK,2000,7.69,19.83,47.52,24.96
Slovakia,SVK,2001,8.92,20.900002,46.54,23.64
Slovakia,SVK,2002,8.25,20.35,47.21,24.19
Slovakia,SVK,2003,7.96,20.14,47.620003,24.27
Slovakia,SVK,2004,10.02,20.82,46.82,22.34
Slovakia,SVK,2005,9.42,20.990002,46.8,22.8
Slovakia,SVK,2006,9.52,21.15,46.34,22.98
Slovakia,SVK,2007,9.38,21.089998,46.17,23.36
Slovakia,SVK,2008,8.62,21.080002,46.84,23.45
Slovakia,SVK,2009,9.26,20.25,46.35,24.14
Slovakia,SVK,2010,11.08,20.730001,44.960003,23.23
Slovakia,SVK,2011,9.63,20.7,46.14,23.54
Slovakia,SVK,2012,9.68,20.19,46.36,23.78
Slovakia,SVK,2013,11.68,20.919998,44.09,23.32
Slovakia,SVK,2014,10.31,19.750002,45.25,24.69
Slovakia,SVK,2015,11.89,20.22,44.11,23.79
Slovakia,SVK,2016,9.22,20.17,46.05,24.55
Slovakia,SVK,2017,8.55,18.87,47.56,25.01
Slovakia,SVK,2018,8.31,19.47,48.11,24.11
Slovakia,SVK,2022,6.48,18.57,49.489998,25.45
Slovakia,SVK,2023,9.95,18.69,47.23,24.13
Slovenia,SVN,1992,4.83,18.72,49.02,27.43
Slovenia,SVN,1993,5.65,20.95,49.129997,24.26
Slovenia,SVN,1994,5.92,20.119999,48.33,25.63
Slovenia,SVN,1995,6.44,21.51,48.280003,23.76
Slovenia,SVN,1996,6.59,22.08,47.920002,23.41
Slovenia,SVN,1997,6.95,21.78,47.64,23.64
Slovenia,SVN,1998,7.24,21.789999,47.25,23.72
Slovenia,SVN,1999,7.73,22.3,47.01,22.95
Slovenia,SVN,2000,7.26,21.71,47.88,23.16
Slovenia,SVN,2001,6.89,21.789999,48.04,23.28
Slovenia,SVN,2002,6.92,22.02,47.19,23.86
Slovenia,SVN,2003,7.51,22.62,47.32,22.55
Slovenia,SVN,2004,7.58,22.400002,46.8,23.21
Slovenia,SVN,2005,7.43,22.64,47.08,22.85
Slovenia,SVN,2006,7.76,22.33,47.12,22.8
Slovenia,SVN,2007,8.17,21.960001,46.7,23.16
Slovenia,SVN,2008,7.98,22.04,46.51,23.48
Slovenia,SVN,2009,7.06,22.43,47.04,23.47
Slovenia,SVN,2010,7.12,22.52,47.25,23.11
Slovenia,SVN,2011,6.97,22.12,47.54,23.38
Slovenia,SVN,2012,6.91,22.46,48.010002,22.61
Slovenia,SVN,2013,7.04,22.17,48.15,22.63
Slovenia,SVN,2014,7.76,21.960001,47.43,22.86
Slovenia,SVN,2015,7.06,21.74,48.07,23.13
Slovenia,SVN,2016,7.3,21.76,47.57,23.38
Slovenia,SVN,2017,7.98,21.11,46.78,24.13
Slovenia,SVN,2018,7.92,21.17,46.489998,24.41
Slovenia,SVN,2022,7.83,21.58,46.38,24.21
Slovenia,SVN,2023,7.86,21.58,46.36,24.2
Solomon Islands,SLB,1980,8.81,26.359999,43.239998,21.6
Solomon Islands,SLB,1981,8.95,26.31,43.18,21.56
Solomon Islands,SLB,1982,9.1,26.249998,43.14,21.51
Solomon Islands,SLB,1983,9.25,26.199999,43.079998,21.47
Solomon Islands,SLB,1984,9.4,26.140001,43.04,21.43
Solomon Islands,SLB,1985,9.55,26.089998,42.98,21.38
Solomon Islands,SLB,1986,9.71,26.03,42.92,21.33
Solomon Islands,SLB,1987,9.87,25.97,42.87,21.29
Solomon Islands,SLB,1988,10.03,25.92,42.809998,21.24
Solomon Islands,SLB,1989,10.2,25.85,42.76,21.19
Solomon Islands,SLB,1990,10.37,25.79,42.69,21.14
Solomon Islands,SLB,1991,10.65,25.82,42.39,21.14
Solomon Islands,SLB,1992,10.91,25.87,42.1,21.13
Solomon Islands,SLB,1993,11.17,25.9,41.79,21.13
Solomon Islands,SLB,1994,11.42,25.929998,41.52,21.12
Solomon Islands,SLB,1995,11.66,25.97,41.260002,21.12
Solomon Islands,SLB,1996,11.89,25.999998,40.99,21.12
Solomon Islands,SLB,1997,12.12,26.03,40.73,21.11
Solomon Islands,SLB,1998,12.34,26.06,40.49,21.11
Solomon Islands,SLB,1999,12.55,26.089998,40.239998,21.11
Solomon Islands,SLB,2000,12.76,26.12,40.02,21.1
Solomon Islands,SLB,2001,13.14,26.62,39.6,20.65
Solomon Islands,SLB,2002,13.51,27.1,39.19,20.2
Solomon Islands,SLB,2003,13.88,27.57,38.789997,19.76
Solomon Islands,SLB,2004,14.23,28.04,38.4,19.33
Solomon Islands,SLB,2005,14.58,28.490002,38.02,18.92
Solomon Islands,SLB,2006,14.92,28.929998,37.65,18.51
Solomon Islands,SLB,2007,15.25,29.37,37.27,18.11
Solomon Islands,SLB,2008,15.57,29.789999,36.91,17.72
Solomon Islands,SLB,2009,15.89,30.199999,36.57,17.34
Solomon Islands,SLB,2010,16.2,30.61,36.219997,16.97
Solomon Islands,SLB,2011,16.18,30.83,36.129997,16.86
Solomon Islands,SLB,2012,16.16,31.029999,36.039997,16.76
Solomon Islands,SLB,2013,16.14,31.23,35.95,16.67
Solomon Islands,SLB,2014,16.12,31.42,35.89,16.58
Solomon Islands,SLB,2015,16.11,31.59,35.789997,16.5
Solomon Islands,SLB,2016,16.09,31.77,35.73,16.42
Solomon Islands,SLB,2017,16.07,31.93,35.66,16.34
Solomon Islands,SLB,2018,16.06,32.09,35.600002,16.26
Solomon Islands,SLB,2019,16.05,32.23,35.530003,16.19
Solomon Islands,SLB,2020,16.03,32.38,35.460003,16.12
Solomon Islands,SLB,2021,16.03,32.38,35.460003,16.12
Solomon Islands,SLB,2022,16.03,32.38,35.460003,16.12
Solomon Islands,SLB,2023,16.03,32.38,35.460003,16.12
Somalia,SOM,2017,16.24,32.49,36.46,14.82
Somalia,SOM,2022,16.05,32.49,36.48,14.98
Somalia,SOM,2023,16.04,32.49,36.48,14.98
South & South-East Asia (WID),,1820,16.12,31.6,35.440002,16.85
South & South-East Asia (WID),,1850,17.88,31.94,33.809998,16.39
South & South-East Asia (WID),,1880,18.2,34.75,32.5,14.55
South & South-East Asia (WID),,1900,17.32,35.210003,32.66,14.81
South & South-East Asia (WID),,1910,15.57,30.17,37.74,16.53
South & South-East Asia (WID),,1920,18.12,33.32,35.210003,13.36
South & South-East Asia (WID),,1930,17.24,30.939999,36.16,15.66
South & South-East Asia (WID),,1940,21.66,30.17,33.129997,15.05
South & South-East Asia (WID),,1950,15.55,23.92,42.27,18.26
South & South-East Asia (WID),,1960,17.01,24.98,40.43,17.59
South & South-East Asia (WID),,1970,18.45,25.57,38.420002,17.57
South & South-East Asia (WID),,1980,18.16,26.56,38.43,16.86
South & South-East Asia (WID),,1981,17.72,26.56,38.8,16.93
South & South-East Asia (WID),,1982,17.84,26.28,38.89,16.99
South & South-East Asia (WID),,1983,18.36,27.82,37.64,16.19
South & South-East Asia (WID),,1984,18.13,27.08,38.22,16.57
South & South-East Asia (WID),,1985,18.3,27.26,37.98,16.46
South & South-East Asia (WID),,1986,19.07,27.05,37.6,16.29
South & South-East Asia (WID),,1987,18.92,27.09,37.78,16.21
South & South-East Asia (WID),,1988,18.73,27.630001,37.65,15.99
South & South-East Asia (WID),,1989,19.05,27.84,37.28,15.83
South & South-East Asia (WID),,1990,19.25,27.21,37.52,16.01
South & South-East Asia (WID),,1991,19.3,27.900002,37.1,15.7
South & South-East Asia (WID),,1992,20.16,28.27,36.219997,15.35
South & South-East Asia (WID),,1993,20.67,28.650002,35.65,15.03
South & South-East Asia (WID),,1994,20.73,29.480001,35.16,14.63
South & South-East Asia (WID),,1995,22.12,29.089998,34.47,14.31
South & South-East Asia (WID),,1996,22.21,28.61,34.670002,14.51
South & South-East Asia (WID),,1997,20.73,29.609999,34.88,14.79
South & South-East Asia (WID),,1998,19.75,28.68,35.9,15.67
South & South-East Asia (WID),,1999,20.47,28.29,35.600002,15.64
South & South-East Asia (WID),,2000,20.39,28.380001,35.65,15.59
South & South-East Asia (WID),,2001,21.4,28.080002,35.23,15.29
South & South-East Asia (WID),,2002,21.13,29.03,34.88,14.97
South & South-East Asia (WID),,2003,21.57,28.68,34.850002,14.9
South & South-East Asia (WID),,2004,21.12,29.820002,34.36,14.69
South & South-East Asia (WID),,2005,21.93,29.2,34.28,14.58
South & South-East Asia (WID),,2006,22.18,29.249998,34,14.57
South & South-East Asia (WID),,2007,21.92,29.949999,33.76,14.38
South & South-East Asia (WID),,2008,22.26,30.74,33.03,13.96
South & South-East Asia (WID),,2009,22.08,31.259998,32.8,13.87
South & South-East Asia (WID),,2010,22.36,31.51,32.45,13.67
South & South-East Asia (WID),,2011,22.65,32.31,31.76,13.27
South & South-East Asia (WID),,2012,21.83,33.08,31.75,13.34
South & South-East Asia (WID),,2013,22.21,32.41,32.08,13.29
South & South-East Asia (WID),,2014,21.87,33.19,31.779999,13.16
South & South-East Asia (WID),,2015,21.42,34.23,31.240002,13.12
South & South-East Asia (WID),,2016,21.33,33.96,31.6,13.1
South & South-East Asia (WID),,2017,21.54,33.469997,31.810001,13.17
South & South-East Asia (WID),,2018,21.72,33.78,31.490002,13.01
South & South-East Asia (WID),,2019,21.08,34.33,31.310001,13.28
South & South-East Asia (WID),,2020,21.69,33.46,31.29,13.55
South & South-East Asia (WID),,2021,21.36,33.89,31.169998,13.59
South & South-East Asia (WID),,2022,23.27,33.329998,30.410002,12.99
South & South-East Asia (WID),,2023,22.61,33.379997,30.689999,13.32
South Africa,ZAF,1981,9.88,35.98,38.190002,15.94
South Africa,ZAF,1982,9.88,35.98,38.190002,15.94
South Africa,ZAF,1983,9.88,35.98,38.190002,15.94
South Africa,ZAF,1984,9.88,35.98,38.190002,15.94
South Africa,ZAF,1985,9.88,35.98,38.190002,15.94
South Africa,ZAF,1986,9.88,35.98,38.190002,15.94
South Africa,ZAF,1987,9.88,35.98,38.190002,15.94
South Africa,ZAF,1988,9.88,35.98,38.190002,15.94
South Africa,ZAF,1989,9.88,35.98,38.190002,15.94
South Africa,ZAF,1990,9.88,35.98,38.190002,15.94
South Africa,ZAF,1991,10.55,37.4,37.26,14.78
South Africa,ZAF,1992,10.58,36.96,37.46,15.01
South Africa,ZAF,1993,10.3,34.7,38.58,16.42
South Africa,ZAF,1994,10.98,35.100002,38.16,15.76
South Africa,ZAF,1995,11.7,35.5,37.72,15.08
South Africa,ZAF,1996,12.39,35.89,37.3,14.42
South Africa,ZAF,1997,13.14,36.27,36.85,13.74
South Africa,ZAF,1998,13.81,36.68,36.43,13.08
South Africa,ZAF,1999,14.5,37.09,36.01,12.41
